# Generated by scripts/checkov-policy.py from Checkov 3.3.17 --list.
# Rule ID	Disposition	Reason	Upstream policy
CKV_AZURE_27	enable	Portable security requirement.	Ensure that 'Email service and co-administrators' is 'Enabled' for MSSQL servers
CKV_AZURE_28	enable	Portable security requirement.	Ensure 'Enforce SSL connection' is set to 'ENABLED' for MySQL Database Server
CKV_AZURE_29	enable	Portable security requirement.	Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server
CKV_AZURE_3	enable	Portable security requirement.	Ensure that 'enable_https_traffic_only' is enabled
CKV_AZURE_30	enable	Portable security requirement.	Ensure server parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server
CKV_AZURE_31	enable	Portable security requirement.	Ensure configuration 'log_connections' is set to 'ON' for PostgreSQL Database Server
CKV_AZURE_32	enable	Portable security requirement.	Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server
CKV_AZURE_33	enable	Portable security requirement.	Ensure Storage logging is enabled for Queue service for read, write and delete requests
CKV_AZURE_34	enable	Portable security requirement.	Ensure that 'Public access level' is set to Private for blob containers
CKV_AZURE_35	enable	Portable security requirement.	Ensure default network access rule for Storage Accounts is set to deny
CKV_AZURE_36	enable	Portable security requirement.	Ensure 'Trusted Microsoft Services' is enabled for Storage Account access
CKV_AZURE_37	enable	Portable security requirement.	Ensure that Activity Log Retention is set 365 days or greater
CKV_AZURE_38	enable	Portable security requirement.	Ensure audit profile captures all the activities
CKV_AZURE_39	enable	Portable security requirement.	Ensure that no custom subscription owner roles are created
CKV_AZURE_4	enable	Portable security requirement.	Ensure AKS logging to Azure Monitoring is Configured
CKV_AZURE_40	enable	Portable security requirement.	Ensure that the expiration date is set on all keys
CKV_AZURE_41	enable	Portable security requirement.	Ensure that the expiration date is set on all secrets
CKV_AZURE_42	enable	Portable security requirement.	Ensure the key vault is recoverable
CKV_AZURE_43	enable	Portable security requirement.	Ensure Storage Accounts adhere to the naming rules
CKV_AZURE_44	enable	Portable security requirement.	Ensure Storage Account is using the latest version of TLS encryption
CKV_AZURE_45	enable	Portable security requirement.	Ensure that no sensitive credentials are exposed in VM custom_data
CKV_AZURE_47	enable	Portable security requirement.	Ensure 'Enforce SSL connection' is set to 'ENABLED' for MariaDB servers
CKV_AZURE_48	enable	Portable security requirement.	Ensure 'public network access enabled' is set to 'False' for MariaDB servers
CKV_AZURE_49	enable	Portable security requirement.	Ensure Azure linux scale set does not use basic authentication(Use SSH Key Instead)
CKV_AZURE_5	enable	Portable security requirement.	Ensure RBAC is enabled on AKS clusters
CKV_AZURE_50	enable	Portable security requirement.	Ensure Virtual Machine Extensions are not Installed
CKV_AZURE_52	enable	Portable security requirement.	Ensure MSSQL is using the latest version of TLS encryption
CKV_AZURE_53	enable	Portable security requirement.	Ensure 'public network access enabled' is set to 'False' for mySQL servers
CKV_AZURE_54	enable	Portable security requirement.	Ensure MySQL is using the latest version of TLS encryption
CKV_AZURE_55	enable	Portable security requirement.	Ensure that Azure Defender is set to On for Servers
CKV_AZURE_56	enable	Portable security requirement.	Ensure that function apps enables Authentication
CKV_AZURE_57	enable	Portable security requirement.	Ensure that CORS disallows every resource to access app services
CKV_AZURE_58	enable	Portable security requirement.	Ensure that Azure Synapse workspaces enables managed virtual networks
CKV_AZURE_59	enable	Portable security requirement.	Ensure that Storage accounts disallow public access
CKV_AZURE_6	enable	Portable security requirement.	Ensure AKS has an API Server Authorized IP Ranges enabled
CKV_AZURE_61	enable	Portable security requirement.	Ensure that Azure Defender is set to On for App Service
CKV_AZURE_62	enable	Portable security requirement.	Ensure function apps are not accessible from all regions
CKV_AZURE_63	enable	Portable security requirement.	Ensure that App service enables HTTP logging
CKV_AZURE_64	enable	Portable security requirement.	Ensure that Azure File Sync disables public network access
CKV_AZURE_65	enable	Portable security requirement.	Ensure that App service enables detailed error messages
CKV_AZURE_66	enable	Portable security requirement.	Ensure that App service enables failed request tracing
CKV_AZURE_67	enable	Portable security requirement.	Ensure that 'HTTP Version' is the latest, if used to run the Function app
CKV_AZURE_68	enable	Portable security requirement.	Ensure that PostgreSQL server disables public network access
CKV_AZURE_69	enable	Portable security requirement.	Ensure that Azure Defender is set to On for Azure SQL database servers
CKV_AZURE_7	enable	Portable security requirement.	Ensure AKS cluster has Network Policy configured
CKV_AZURE_70	enable	Portable security requirement.	Ensure that Function apps is only accessible over HTTPS
CKV_AZURE_71	enable	Portable security requirement.	Ensure that Managed identity provider is enabled for app services
CKV_AZURE_72	enable	Portable security requirement.	Ensure that remote debugging is not enabled for app services
CKV_AZURE_73	enable	Portable security requirement.	Ensure that Automation account variables are encrypted
CKV_AZURE_74	enable	Portable security requirement.	Ensure that Azure Data Explorer (Kusto) uses disk encryption
CKV_AZURE_75	enable	Portable security requirement.	Ensure that Azure Data Explorer uses double encryption
CKV_AZURE_76	enable	Portable security requirement.	Ensure that Azure Batch account uses key vault to encrypt data
CKV_AZURE_77	enable	Portable security requirement.	Ensure that UDP Services are restricted from the Internet
CKV_AZURE_78	enable	Portable security requirement.	Ensure FTP deployments are disabled
CKV_AZURE_79	enable	Portable security requirement.	Ensure that Azure Defender is set to On for SQL servers on machines
CKV_AZURE_8	enable	Portable security requirement.	Ensure Kubernetes Dashboard is disabled
CKV_AZURE_80	enable	Portable security requirement.	Ensure that 'Net Framework' version is the latest, if used as a part of the web app
CKV_AZURE_81	enable	Portable security requirement.	Ensure that 'PHP version' is the latest, if used to run the web app
CKV_AZURE_82	enable	Portable security requirement.	Ensure that 'Python version' is the latest, if used to run the web app
CKV_AZURE_83	enable	Portable security requirement.	Ensure that 'Java version' is the latest, if used to run the web app
CKV_AZURE_84	enable	Portable security requirement.	Ensure that Azure Defender is set to On for Storage
CKV_AZURE_85	enable	Portable security requirement.	Ensure that Azure Defender is set to On for Kubernetes
CKV_AZURE_86	enable	Portable security requirement.	Ensure that Azure Defender is set to On for Container Registries
CKV_AZURE_87	enable	Portable security requirement.	Ensure that Azure Defender is set to On for Key Vault
CKV_AZURE_88	enable	Portable security requirement.	Ensure that app services use Azure Files
CKV_AZURE_89	enable	Portable security requirement.	Ensure that Azure Cache for Redis disables public network access
CKV_AZURE_9	enable	Portable security requirement.	Ensure that RDP access is restricted from the internet
CKV_AZURE_91	enable	Portable security requirement.	Ensure that only SSL are enabled for Cache for Redis
CKV_AZURE_92	enable	Portable security requirement.	Ensure that Virtual Machines use managed disks
CKV_AZURE_93	exclude	Encryption does not require a particular key ownership model.	Ensure that managed disks use a specific set of disk encryption sets for the customer-managed key encryption
CKV_AZURE_94	enable	Portable security requirement.	Ensure that My SQL server enables geo-redundant backups
CKV_AZURE_95	enable	Portable security requirement.	Ensure that automatic OS image patching is enabled for Virtual Machine Scale Sets
CKV_AZURE_96	enable	Portable security requirement.	Ensure that MySQL server enables infrastructure encryption
CKV_AZURE_97	enable	Portable security requirement.	Ensure that Virtual machine scale sets have encryption at host enabled
CKV_AZURE_98	enable	Portable security requirement.	Ensure that Azure Container group is deployed into virtual network
CKV_AZURE_99	enable	Portable security requirement.	Ensure Cosmos DB accounts have restricted access
CKV_BCW_1	enable	Portable security requirement.	Ensure no hard coded API token exist in the provider
CKV_BITBUCKETPIPELINES_1	enable	Portable security requirement.	Ensure the pipeline image uses a non latest version tag
CKV_BITBUCKET_1	enable	Portable security requirement.	Merge requests should require at least 2 approvals
CKV_CIRCLECIPIPELINES_1	enable	Portable security requirement.	Ensure the pipeline image uses a non latest version tag
CKV_CIRCLECIPIPELINES_2	enable	Portable security requirement.	Ensure the pipeline image version is referenced via hash not arbitrary tag.
CKV_CIRCLECIPIPELINES_3	enable	Portable security requirement.	Ensure mutable development orbs are not used.
CKV_CIRCLECIPIPELINES_4	enable	Portable security requirement.	Ensure unversioned volatile orbs are not used.
CKV_CIRCLECIPIPELINES_5	enable	Portable security requirement.	Suspicious use of netcat with IP address
CKV_CIRCLECIPIPELINES_6	enable	Portable security requirement.	Ensure run commands are not vulnerable to shell injection
CKV_CIRCLECIPIPELINES_7	enable	Portable security requirement.	Suspicious use of curl in run task
CKV_CIRCLECIPIPELINES_8	enable	Portable security requirement.	Detecting image usages in circleci pipelines
CKV_DIO_1	enable	Portable security requirement.	Ensure the Spaces bucket has versioning enabled
CKV_DIO_2	enable	Portable security requirement.	Ensure the droplet specifies an SSH key
CKV_DIO_3	enable	Portable security requirement.	Ensure the Spaces bucket is private
CKV_DIO_4	enable	Portable security requirement.	Ensure the firewall ingress is not wide open
CKV_DOCKER_1	exclude	An SSH endpoint is a workload choice, not proof of insecure access.	Ensure port 22 is not exposed
CKV_DOCKER_10	enable	Portable security requirement.	Ensure that WORKDIR values are absolute paths
CKV_DOCKER_11	enable	Portable security requirement.	Ensure From Alias are unique for multistage builds.
CKV_DOCKER_2	exclude	A CLI or batch container need not expose a health endpoint.	Ensure that HEALTHCHECK instructions have been added to container images
CKV_DOCKER_3	exclude	A base image can already declare its non-root user.	Ensure that a user for the container has been created
CKV_DOCKER_4	exclude	ADD also supports legitimate local archive extraction.	Ensure that COPY is used instead of ADD in Dockerfiles
CKV_DOCKER_5	enable	Portable security requirement.	Ensure update instructions are not use alone in the Dockerfile
CKV_DOCKER_6	enable	Portable security requirement.	Ensure that LABEL maintainer is used instead of MAINTAINER (deprecated)
CKV_DOCKER_7	exclude	Airness owns container tag and digest validation.	Ensure the base image uses a non latest version tag
CKV_DOCKER_8	enable	Portable security requirement.	Ensure the last USER is not root
CKV_DOCKER_9	enable	Portable security requirement.	Ensure that APT isn't used
CKV_GCP_1	enable	Portable security requirement.	Ensure Stackdriver Logging is set to Enabled on Kubernetes Engine Clusters
CKV_GCP_10	enable	Portable security requirement.	Ensure 'Automatic node upgrade' is enabled for Kubernetes Clusters
CKV_GCP_100	enable	Portable security requirement.	Ensure that BigQuery Tables are not anonymously or publicly accessible
CKV_GCP_101	enable	Portable security requirement.	Ensure that Artifact Registry repositories are not anonymously or publicly accessible
CKV_GCP_102	exclude	A service may intentionally expose a public application endpoint.	Ensure that GCP Cloud Run services are not anonymously or publicly accessible
CKV_GCP_103	enable	Portable security requirement.	Ensure Dataproc Clusters do not have public IPs
CKV_GCP_104	enable	Portable security requirement.	Ensure Datafusion has stack driver logging enabled
CKV_GCP_105	enable	Portable security requirement.	Ensure Datafusion has stack driver monitoring enabled
CKV_GCP_106	enable	Portable security requirement.	Ensure Google compute firewall ingress does not allow unrestricted http port 80 access
CKV_GCP_107	exclude	A function may intentionally expose a public application endpoint.	Cloud functions should not be public
CKV_GCP_108	enable	Portable security requirement.	Ensure hostnames are logged for GCP PostgreSQL databases
CKV_GCP_109	enable	Portable security requirement.	Ensure the GCP PostgreSQL database log levels are set to ERROR or lower
CKV_GCP_11	enable	Portable security requirement.	Ensure that Cloud SQL database Instances are not open to the world
CKV_GCP_110	enable	Portable security requirement.	Ensure pgAudit is enabled for your GCP PostgreSQL database
CKV_GCP_111	enable	Portable security requirement.	Ensure GCP PostgreSQL logs SQL statements
CKV_GCP_112	enable	Portable security requirement.	Ensure KMS policy should not allow public access
CKV_GCP_113	enable	Portable security requirement.	Ensure IAM policy should not define public access
CKV_GCP_114	enable	Portable security requirement.	Ensure public access prevention is enforced on Cloud Storage bucket
CKV_GCP_115	enable	Portable security requirement.	Ensure basic roles are not used at organization level.
CKV_GCP_116	enable	Portable security requirement.	Ensure basic roles are not used at folder level.
CKV_GCP_117	enable	Portable security requirement.	Ensure basic roles are not used at project level.
CKV_GCP_118	enable	Portable security requirement.	Ensure IAM workload identity pool provider is restricted
CKV_GCP_119	exclude	Disposable environments and intentionally replaceable resources remain valid.	Ensure Spanner Database has deletion protection enabled
CKV_GCP_12	enable	Portable security requirement.	Ensure Network Policy is enabled on Kubernetes Engine Clusters
CKV_GCP_120	enable	Portable security requirement.	Ensure Spanner Database has drop protection enabled
CKV_GCP_121	exclude	Disposable environments and intentionally replaceable resources remain valid.	Ensure BigQuery tables have deletion protection enabled
CKV_GCP_122	exclude	Disposable environments and intentionally replaceable resources remain valid.	Ensure Big Table Instances have deletion protection enabled
CKV_GCP_123	enable	Portable security requirement.	GKE Don't Use NodePools in the Cluster configuration
CKV_GCP_124	enable	Portable security requirement.	Ensure GCP Cloud Function is not configured with overly permissive Ingress setting
CKV_GCP_125	enable	Portable security requirement.	Ensure GCP GitHub Actions OIDC trust policy is configured securely
CKV_GCP_126	enable	Portable security requirement.	Ensure Vertex AI Notebook instances are launched with Shielded VM enabled
CKV_GCP_127	enable	Portable security requirement.	Ensure Integrity Monitoring for Shielded Vertex AI Notebook Instances is Enabled
CKV_GCP_13	enable	Portable security requirement.	Ensure client certificate authentication to Kubernetes Engine Clusters is disabled
CKV_GCP_14	exclude	Backup provisioning and retention depend on the data and deployment.	Ensure all Cloud SQL database instance have backup configuration enabled
CKV_GCP_15	enable	Portable security requirement.	Ensure that BigQuery datasets are not anonymously or publicly accessible
CKV_GCP_16	enable	Portable security requirement.	Ensure that DNSSEC is enabled for Cloud DNS
CKV_GCP_17	enable	Portable security requirement.	Ensure that RSASHA1 is not used for the zone-signing and key-signing keys in Cloud DNS DNSSEC
CKV_GCP_18	enable	Portable security requirement.	Ensure GKE Control Plane is not public
CKV_GCP_2	enable	Portable security requirement.	Ensure Google compute firewall ingress does not allow unrestricted ssh access
CKV_GCP_20	enable	Portable security requirement.	Ensure master authorized networks is set to enabled in GKE clusters
CKV_GCP_21	enable	Portable security requirement.	Ensure Kubernetes Clusters are configured with Labels
CKV_GCP_22	enable	Portable security requirement.	Ensure Container-Optimized OS (cos) is used for Kubernetes Engine Clusters Node image
CKV_GCP_23	enable	Portable security requirement.	Ensure Kubernetes Cluster is created with Alias IP ranges enabled
CKV_GCP_24	enable	Portable security requirement.	Ensure PodSecurityPolicy controller is enabled on the Kubernetes Engine Clusters
CKV_GCP_25	enable	Portable security requirement.	Ensure Kubernetes Cluster is created with Private cluster enabled
CKV_GCP_26	enable	Portable security requirement.	Ensure that VPC Flow Logs is enabled for every subnet in a VPC Network
CKV_GCP_27	enable	Portable security requirement.	Ensure that the default network does not exist in a project
CKV_GCP_28	enable	Portable security requirement.	Ensure that Cloud Storage bucket is not anonymously or publicly accessible
CKV_GCP_29	enable	Portable security requirement.	Ensure that Cloud Storage buckets have uniform bucket-level access enabled
CKV_GCP_3	enable	Portable security requirement.	Ensure Google compute firewall ingress does not allow unrestricted rdp access
CKV_GCP_30	enable	Portable security requirement.	Ensure that instances are not configured to use the default service account
CKV_GCP_31	enable	Portable security requirement.	Ensure that instances are not configured to use the default service account with full access to all Cloud APIs
CKV_GCP_32	enable	Portable security requirement.	Ensure 'Block Project-wide SSH keys' is enabled for VM instances
CKV_GCP_33	enable	Portable security requirement.	Ensure oslogin is enabled for a Project
CKV_GCP_34	enable	Portable security requirement.	Ensure that no instance in the project overrides the project setting for enabling OSLogin(OSLogin needs to be enabled in project metadata for all instances)
CKV_GCP_35	enable	Portable security requirement.	Ensure 'Enable connecting to serial ports' is not enabled for VM Instance
CKV_GCP_36	enable	Portable security requirement.	Ensure that IP forwarding is not enabled on Instances
CKV_GCP_37	enable	Portable security requirement.	Ensure VM disks for critical VMs are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_38	enable	Portable security requirement.	Ensure VM disks for critical VMs are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_39	enable	Portable security requirement.	Ensure Compute instances are launched with Shielded VM enabled
CKV_GCP_4	enable	Portable security requirement.	Ensure no HTTPS or SSL proxy load balancers permit SSL policies with weak cipher suites
CKV_GCP_40	exclude	Public compute is valid when access is governed.	Ensure that Compute instances do not have public IP addresses
CKV_GCP_41	enable	Portable security requirement.	Ensure that IAM users are not assigned the Service Account User or Service Account Token Creator roles at project level
CKV_GCP_42	enable	Portable security requirement.	Ensure that Service Account has no Admin privileges
CKV_GCP_43	enable	Portable security requirement.	Ensure KMS encryption keys are rotated within a period of 90 days
CKV_GCP_44	enable	Portable security requirement.	Ensure no roles that enable to impersonate and manage all service accounts are used at a folder level
CKV_GCP_45	enable	Portable security requirement.	Ensure no roles that enable to impersonate and manage all service accounts are used at an organization level
CKV_GCP_46	enable	Portable security requirement.	Ensure Default Service account is not used at a project level
CKV_GCP_47	enable	Portable security requirement.	Ensure default service account is not used at an organization level
CKV_GCP_48	enable	Portable security requirement.	Ensure Default Service account is not used at a folder level
CKV_GCP_49	enable	Portable security requirement.	Ensure roles do not impersonate or manage Service Accounts used at project level
CKV_GCP_50	enable	Portable security requirement.	Ensure MySQL database 'local_infile' flag is set to 'off'
CKV_GCP_51	enable	Portable security requirement.	Ensure PostgreSQL database 'log_checkpoints' flag is set to 'on'
CKV_GCP_52	enable	Portable security requirement.	Ensure PostgreSQL database 'log_connections' flag is set to 'on'
CKV_GCP_53	enable	Portable security requirement.	Ensure PostgreSQL database 'log_disconnections' flag is set to 'on'
CKV_GCP_54	enable	Portable security requirement.	Ensure PostgreSQL database 'log_lock_waits' flag is set to 'on'
CKV_GCP_55	enable	Portable security requirement.	Ensure PostgreSQL database 'log_min_messages' flag is set to a valid value
CKV_GCP_56	enable	Portable security requirement.	Ensure PostgreSQL database 'log_temp_files flag is set to '0'
CKV_GCP_57	enable	Portable security requirement.	Ensure PostgreSQL database 'log_min_duration_statement' flag is set to '-1'
CKV_GCP_58	enable	Portable security requirement.	Ensure SQL database 'cross db ownership chaining' flag is set to 'off'
CKV_GCP_59	enable	Portable security requirement.	Ensure SQL database 'contained database authentication' flag is set to 'off'
CKV_GCP_6	enable	Portable security requirement.	Ensure all Cloud SQL database instance requires all incoming connections to use SSL
CKV_GCP_60	enable	Portable security requirement.	Ensure Cloud SQL database does not have public IP
CKV_GCP_61	enable	Portable security requirement.	Enable VPC Flow Logs and Intranode Visibility
CKV_GCP_62	enable	Portable security requirement.	Bucket should log access
CKV_GCP_63	enable	Portable security requirement.	Bucket should not log to itself
CKV_GCP_64	enable	Portable security requirement.	Ensure clusters are created with Private Nodes
CKV_GCP_65	enable	Portable security requirement.	Manage Kubernetes RBAC users with Google Groups for GKE
CKV_GCP_66	enable	Portable security requirement.	Ensure use of Binary Authorization
CKV_GCP_68	enable	Portable security requirement.	Ensure Secure Boot for Shielded GKE Nodes is Enabled
CKV_GCP_69	enable	Portable security requirement.	Ensure the GKE Metadata Server is Enabled
CKV_GCP_7	enable	Portable security requirement.	Ensure Legacy Authorization is set to Disabled on Kubernetes Engine Clusters
CKV_GCP_70	enable	Portable security requirement.	Ensure the GKE Release Channel is set
CKV_GCP_71	enable	Portable security requirement.	Ensure Shielded GKE Nodes are Enabled
CKV_GCP_72	enable	Portable security requirement.	Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled
CKV_GCP_73	enable	Portable security requirement.	Ensure Cloud Armor prevents message lookup in Log4j2. See CVE-2021-44228 aka log4jshell
CKV_GCP_74	enable	Portable security requirement.	Ensure that private_ip_google_access is enabled for Subnet
CKV_GCP_75	enable	Portable security requirement.	Ensure Google compute firewall ingress does not allow unrestricted FTP access
CKV_GCP_76	enable	Portable security requirement.	Ensure that Private google access is enabled for IPV6
CKV_GCP_77	enable	Portable security requirement.	Ensure Google compute firewall ingress does not allow on ftp port
CKV_GCP_78	enable	Portable security requirement.	Ensure Cloud storage has versioning enabled
CKV_GCP_79	enable	Portable security requirement.	Ensure SQL database is using latest Major version
CKV_GCP_8	enable	Portable security requirement.	Ensure Stackdriver Monitoring is set to Enabled on Kubernetes Engine Clusters
CKV_GCP_80	enable	Portable security requirement.	Ensure Big Query Tables are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_81	enable	Portable security requirement.	Ensure Big Query Datasets are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_82	enable	Portable security requirement.	Ensure KMS keys are protected from deletion
CKV_GCP_83	enable	Portable security requirement.	Ensure PubSub Topics are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_84	enable	Portable security requirement.	Ensure Artifact Registry Repositories are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_85	enable	Portable security requirement.	Ensure Big Table Instances are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_86	enable	Portable security requirement.	Ensure Cloud build workers are private
CKV_GCP_87	enable	Portable security requirement.	Ensure Data fusion instances are private
CKV_GCP_88	enable	Portable security requirement.	Ensure Google compute firewall ingress does not allow unrestricted mysql access
CKV_GCP_89	enable	Portable security requirement.	Ensure Vertex AI instances are private
CKV_GCP_9	enable	Portable security requirement.	Ensure 'Automatic node repair' is enabled for Kubernetes Clusters
CKV_GCP_90	enable	Portable security requirement.	Ensure data flow jobs are encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_91	enable	Portable security requirement.	Ensure Dataproc cluster is encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_92	exclude	Encryption does not require a particular key ownership model.	Ensure Vertex AI datasets uses a CMK (Customer Managed Key)
CKV_GCP_93	enable	Portable security requirement.	Ensure Spanner Database is encrypted with Customer Supplied Encryption Keys (CSEK)
CKV_GCP_94	enable	Portable security requirement.	Ensure Dataflow jobs are private
CKV_GCP_95	enable	Portable security requirement.	Ensure Memorystore for Redis has AUTH enabled
CKV_GCP_96	exclude	Encryption does not require a particular key ownership model.	Ensure Vertex AI Metadata Store uses a CMK (Customer Managed Key)
CKV_GCP_97	enable	Portable security requirement.	Ensure Memorystore for Redis uses intransit encryption
CKV_GCP_98	enable	Portable security requirement.	Ensure that Dataproc clusters are not anonymously or publicly accessible
CKV_GCP_99	enable	Portable security requirement.	Ensure that Pub/Sub Topics are not anonymously or publicly accessible
CKV_GHA_1	enable	Portable security requirement.	Ensure ACTIONS_ALLOW_UNSECURE_COMMANDS isn't true on environment variables
CKV_GHA_2	enable	Portable security requirement.	Ensure run commands are not vulnerable to shell injection
CKV_GHA_3	enable	Portable security requirement.	Suspicious use of curl with secrets
CKV_GHA_4	enable	Portable security requirement.	Suspicious use of netcat with IP address
CKV_GHA_5	exclude	Airness permits signing mechanisms other than Cosign.	Found artifact build without evidence of cosign sign execution in pipeline
CKV_GHA_6	exclude	A particular SBOM attestation product is not mandatory.	Found artifact build without evidence of cosign sbom attestation in pipeline
CKV_GHA_7	exclude	Governed release workflows may declare manual inputs.	The build output cannot be affected by user parameters other than the build entry point and the top-level source location. GitHub Actions workflow_dispatch inputs MUST be empty.
CKV_GITHUB_1	enable	Portable security requirement.	Ensure GitHub organization security settings require 2FA
CKV_GITHUB_10	enable	Portable security requirement.	Ensure branch protection rules are enforced on administrators
CKV_GITHUB_11	enable	Portable security requirement.	Ensure GitHub branch protection dismisses stale review on new commit
CKV_GITHUB_12	enable	Portable security requirement.	Ensure GitHub branch protection restricts who can dismiss PR reviews
CKV_GITHUB_13	exclude	The fleet merges agent work without mandatory human review.	Ensure GitHub branch protection requires CODEOWNER reviews
CKV_GITHUB_14	enable	Portable security requirement.	Ensure all checks have passed before the merge of new code
CKV_GITHUB_15	enable	Portable security requirement.	Ensure inactive branches are reviewed and removed periodically
CKV_GITHUB_16	enable	Portable security requirement.	Ensure GitHub branch protection requires conversation resolution
CKV_GITHUB_17	enable	Portable security requirement.	Ensure GitHub branch protection requires push restrictions
CKV_GITHUB_18	enable	Portable security requirement.	Ensure GitHub branch protection rules does not allow deletions
CKV_GITHUB_19	enable	Portable security requirement.	Ensure any change to code receives approval of two strongly authenticated users
CKV_GITHUB_2	enable	Portable security requirement.	Ensure GitHub organization security settings require SSO
CKV_GITHUB_20	enable	Portable security requirement.	Ensure open git branches are up to date before they can be merged into codebase
CKV_GITHUB_21	enable	Portable security requirement.	Ensure public repository creation is limited to specific members
CKV_GITHUB_22	enable	Portable security requirement.	Ensure private repository creation is limited to specific members
CKV_GITHUB_23	enable	Portable security requirement.	Ensure internal repository creation is limited to specific members
CKV_GITHUB_26	enable	Portable security requirement.	Ensure minimum admins are set for the organization
CKV_GITHUB_27	enable	Portable security requirement.	Ensure strict base permissions are set for repositories
CKV_GITHUB_28	enable	Portable security requirement.	Ensure an organization's identity is confirmed with a Verified badge Passed
CKV_GITHUB_3	enable	Portable security requirement.	Ensure GitHub organization security settings has IP allow list enabled
CKV_GITHUB_4	enable	Portable security requirement.	Ensure GitHub branch protection rules requires signed commits
CKV_GITHUB_5	enable	Portable security requirement.	Ensure GitHub branch protection rules does not allow force pushes
CKV_GITHUB_6	enable	Portable security requirement.	Ensure GitHub organization webhooks are using HTTPS
CKV_GITHUB_7	enable	Portable security requirement.	Ensure GitHub repository webhooks are using HTTPS
CKV_GITHUB_8	enable	Portable security requirement.	Ensure GitHub branch protection rules requires linear history
CKV_GITHUB_9	enable	Portable security requirement.	Ensure 2 admins are set for each repository
CKV_GITLABCI_1	enable	Portable security requirement.	Suspicious use of curl with CI environment variables in script
CKV_GITLABCI_2	enable	Portable security requirement.	Avoid creating rules that generate double pipelines
CKV_GITLABCI_3	enable	Portable security requirement.	Detecting image usages in gitlab workflows
CKV_GITLAB_1	enable	Portable security requirement.	Merge requests should require at least 2 approvals
CKV_GIT_1	enable	Portable security requirement.	Ensure GitHub repository is Private
CKV_GIT_2	enable	Portable security requirement.	Ensure GitHub repository webhooks are using HTTPS
CKV_GIT_3	enable	Portable security requirement.	Ensure GitHub repository has vulnerability alerts enabled
CKV_GIT_4	enable	Portable security requirement.	Ensure GitHub Actions secrets are encrypted
CKV_GIT_5	enable	Portable security requirement.	GitHub pull requests should require at least 2 approvals
CKV_GIT_6	enable	Portable security requirement.	Ensure GitHub branch protection rules requires signed commits
CKV_GLB_1	exclude	The fleet merges agent work without mandatory human review.	Ensure at least two approving reviews are required to merge a GitLab MR
CKV_GLB_2	enable	Portable security requirement.	Ensure GitLab branch protection rules does not allow force pushes
CKV_GLB_3	enable	Portable security requirement.	Ensure GitLab prevent secrets is enabled
CKV_GLB_4	enable	Portable security requirement.	Ensure GitLab commits are signed
CKV_K8S_1	enable	Portable security requirement.	Do not admit containers wishing to share the host process ID namespace
CKV_K8S_10	exclude	Probes and resource sizing depend on the workload.	CPU requests should be set
CKV_K8S_100	enable	Portable security requirement.	Ensure that the --tls-cert-file and --tls-private-key-file arguments are set as appropriate
CKV_K8S_102	enable	Portable security requirement.	Ensure that the --etcd-cafile argument is set as appropriate
CKV_K8S_104	enable	Portable security requirement.	Ensure that encryption providers are appropriately configured
CKV_K8S_105	enable	Portable security requirement.	Ensure that the API Server only makes use of Strong Cryptographic Ciphers
CKV_K8S_106	enable	Portable security requirement.	Ensure that the --terminated-pod-gc-threshold argument is set as appropriate
CKV_K8S_107	enable	Portable security requirement.	Ensure that the --profiling argument is set to false
CKV_K8S_108	enable	Portable security requirement.	Ensure that the --use-service-account-credentials argument is set to true
CKV_K8S_11	exclude	Probes and resource sizing depend on the workload.	CPU Limits should be set
CKV_K8S_110	enable	Portable security requirement.	Ensure that the --service-account-private-key-file argument is set as appropriate
CKV_K8S_111	enable	Portable security requirement.	Ensure that the --root-ca-file argument is set as appropriate
CKV_K8S_112	enable	Portable security requirement.	Ensure that the RotateKubeletServerCertificate argument is set to true
CKV_K8S_113	enable	Portable security requirement.	Ensure that the --bind-address argument is set to 127.0.0.1
CKV_K8S_114	enable	Portable security requirement.	Ensure that the --profiling argument is set to false
CKV_K8S_115	enable	Portable security requirement.	Ensure that the --bind-address argument is set to 127.0.0.1
CKV_K8S_116	enable	Portable security requirement.	Ensure that the --cert-file and --key-file arguments are set as appropriate
CKV_K8S_117	enable	Portable security requirement.	Ensure that the --client-cert-auth argument is set to true
CKV_K8S_118	enable	Portable security requirement.	Ensure that the --auto-tls argument is not set to true
CKV_K8S_119	enable	Portable security requirement.	Ensure that the --peer-cert-file and --peer-key-file arguments are set as appropriate
CKV_K8S_12	exclude	Probes and resource sizing depend on the workload.	Memory Limits should be set
